##Deleted a large header, all lines starting with ##																																																																																									
#CHROM	POS	INFO	FORMAT	Cf.Sfa.003	Cf.Sfa.004	Cf.Sfa.005	Cf.Sfa.006	Cf.Sfa.007	Cf.Sfa.008	Cf.Sfa.009	Cf.Sfa.010	Cf.Sfa.011	Cf.Sfa.012	Cf.Sfa.013	Cf.Sfa.014	Cf.Sfa.028	Cf.Sfa.029	Cf.Sfa.030	Cf.Sfa.031	Cf.Sfa.032	Cf.Sfa.033	Cf.Sfa.003	Cf.Sfa.004	Cf.Sfa.007	Cf.Sfa.011	Cf.Sfa.012	Cf.Sfa.013	Cf.Sfa.014	Cf.Gai.001	Cf.Gai.003	Cf.Gai.004	Cf.Gai.006	Cf.Gai.007	Cf.Gai.008	Cf.Gai.002	Cf.Gai.003	Cf.Gai.004	Cf.Gai.005	Cf.Gai.006	Cf.Gai.007	Cf.Gai.008	Cf.Gai.009	Cf.Gai.010	Cf.Gai.011	Cf.Gai.012	Cf.Gai.013	Cf.Gai.014	Cf.Gai.016	Cf.Gai.017	Cf.Gai.019	Cf.Gai.023	Cf.Gai.024	Cf.Gai.025	Cf.Gai.027	Cf.Sfa.001	Cf.Sfa.002	Cf.Sfa.012	Cf.Sfa.013	Cf.Sfa.017	Cf.Sfa.027	Cf.Sfa.030	Cf.Sfa.033	Cf.Sfa.036	Cf.Sfa.037	Cf.Sfa.038	Cf.Sfa.040	Cf.Sfa.041	Cf.Sfa.042	Cf.Sfa.043	Cf.Sfa.045	Cf.Sfa.046	Cf.Sfa.048	Cf.Sfa.050	Cf.Sfa.052	Cf.Sfa.058	Cf.Sfa.064	Cf.Sfa.067	Cf.Sfa.074	Cf.Sfa.077	Cf.Sfa.080	Cf.Sfa.084	Cf.Sfa.089	Cf.Sfa.090	Cf.Sfa.092	Cf.Sfa.093	Cf.Sfa.017	Cf.Sfa.019	Cf.Gai.020	Cf.Gai.021
Contig5799	30	DeletedStuff	GT:AD:DP:GQ:PL	3,0	1,0	1,0	6,0	1,0	1,0	1,0	NA	3,0	1,0	3,0	6,0	NA	2,0	1,0	1,0	2,0	4,0	2,0	5,0	4,0	5,0	7,0	1,0	3,0	3,0	3,0	NA	1,0	1,0	6,0	5,0	2,0	1,0	4,0	2,0	NA	2,0	4,0	1,0	2,0	NA	1,0	4,0	2,0	2,0	2,0	2,0	2,0	1,0	1,0	8,0	1,0	3,0	2,0	2,0	1,0	NA	NA	2,0	3,0	4,0	1,0	1,0	4,0	2,0	5,0	3,0	5,0	NA	1,0	2,0	1,0	2,0	3,0	6,0	3,0	6,0	4,0	3,0	NA	1,0	2,0	NA	1,0	3,0
Contig5799	34	DeletedStuff	GT:AD:DP:GQ:PL	3,0	1,0	1,0	6,0	1,0	1,0	1,0	NA	3,0	1,0	3,0	6,0	NA	2,0	1,0	1,0	2,0	4,0	2,0	5,0	4,0	5,0	7,0	1,0	3,0	3,0	3,0	NA	1,0	1,0	6,0	5,0	2,0	1,0	4,0	2,0	NA	2,0	4,0	1,0	2,0	NA	1,0	4,0	2,0	2,0	1,0	2,0	2,0	1,0	1,0	8,0	1,0	3,0	2,0	2,0	1,0	NA	NA	2,0	3,0	4,0	1,0	1,0	4,0	2,0	5,0	3,0	5,0	NA	1,0	2,0	1,0	2,0	3,0	6,0	3,0	6,0	4,0	3,0	NA	1,0	2,0	NA	1,0	3,0
Contig5799	36	DeletedStuff	GT:AD:DP:GQ:PL	3,0	1,0	1,0	6,0	1,0	1,0	1,0	NA	3,0	1,0	3,0	6,0	NA	2,0	1,0	1,0	2,0	4,0	2,0	3,2	4,0	5,0	7,0	1,0	3,0	3,0	3,0	NA	1,0	1,0	6,0	5,0	2,0	1,0	4,0	2,0	NA	2,0	4,0	1,0	2,0	NA	1,0	4,0	2,0	2,0	2,0	2,0	2,0	1,0	1,0	8,0	1,0	3,0	2,0	2,0	1,0	NA	NA	1,1	3,0	4,0	1,0	1,0	4,0	2,0	5,0	3,0	5,0	NA	1,0	2,0	1,0	2,0	3,0	6,0	2,1	6,0	4,0	3,0	NA	1,0	2,0	NA	1,0	3,0
Contig5799	41	DeletedStuff	GT:AD:DP:GQ:PL	0,3	0,1	0,1	6,0	0,1	0,1	1,0	NA	0,3	0,1	3,0	0,6	NA	2,0	0,1	1,0	2,0	2,2	1,1	5,0	4,0	0,5	3,4	1,0	2,1	2,1	3,0	NA	0,1	1,0	2,4	3,2	1,1	0,1	0,4	0,2	NA	0,2	4,0	0,1	2,0	NA	1,0	4,0	1,1	2,0	0,2	0,2	1,1	0,1	1,0	7,1	1,0	0,3	0,2	2,0	1,0	NA	NA	1,1	0,3	4,0	1,0	0,1	4,0	0,2	3,2	3,0	0,5	NA	0,1	2,0	0,1	2,0	1,2	2,4	3,0	0,6	0,4	3,0	NA	0,1	2,0	NA	0,1	0,3
Contig5812	8	DeletedStuff	GT:AD:DP:GQ:PL	3,0	2,0	NA	3,0	NA	NA	6,0	4,0	NA	NA	2,0	5,0	NA	1,0	3,0	1,0	1,0	3,0	1,0	2,0	3,0	3,0	6,0	NA	1,0	3,0	1,0	2,0	2,0	6,0	2,0	1,0	1,0	4,0	3,0	NA	4,0	4,0	3,0	2,0	1,0	4,0	4,0	2,0	1,0	4,0	NA	2,0	2,0	3,0	5,0	4,0	2,0	1,0	3,0	NA	NA	NA	2,0	NA	NA	1,0	NA	1,0	3,0	NA	NA	2,0	NA	1,0	2,0	3,0	4,0	1,0	2,0	1,0	2,0	1,0	4,0	3,0	4,0	3,0	1,0	4,0	NA	4,0
Contig5812	19	DeletedStuff	GT:AD:DP:GQ:PL	3,0	2,0	NA	3,0	NA	NA	6,0	1,3	NA	NA	2,0	5,0	NA	1,0	3,0	1,0	1,0	3,0	1,0	2,0	3,0	3,0	6,0	NA	1,0	3,0	1,0	2,0	2,0	6,0	2,0	1,0	0,1	4,0	3,0	NA	4,0	4,0	3,0	2,0	1,0	3,1	4,0	2,0	1,0	4,0	NA	2,0	2,0	3,0	2,3	4,0	2,0	1,0	3,0	NA	NA	NA	2,0	NA	NA	1,0	NA	1,0	3,0	NA	NA	2,0	NA	1,0	2,0	3,0	4,0	1,0	2,0	1,0	2,0	1,0	4,0	3,0	4,0	1,2	0,1	4,0	NA	1,3
Contig5812	38	DeletedStuff	GT:AD:DP:GQ:PL	0,3	2,0	NA	2,1	NA	NA	2,4	3,1	NA	NA	2,0	5,0	NA	1,0	3,0	0,1	1,0	3,0	1,0	2,0	0,3	2,1	5,1	NA	1,0	3,0	1,0	2,0	0,2	3,3	2,0	1,0	1,0	4,0	0,3	NA	4,0	4,0	3,0	2,0	1,0	4,0	0,4	2,0	1,0	4,0	NA	0,2	1,1	3,0	5,0	4,0	2,0	0,1	1,2	NA	NA	NA	2,0	NA	NA	1,0	NA	1,0	0,3	NA	NA	2,0	NA	1,0	1,1	3,0	4,0	1,0	2,0	0,1	2,0	0,1	0,4	3,0	4,0	2,1	1,0	1,3	NA	4,0
Contig5812	51	DeletedStuff	GT:AD:DP:GQ:PL	0,3	2,0	NA	2,1	NA	NA	2,4	3,1	NA	NA	2,0	5,0	NA	1,0	3,0	1,0	1,0	3,0	1,0	2,0	0,3	2,1	5,1	NA	1,0	3,0	1,0	2,0	0,2	3,3	2,0	1,0	1,0	4,0	0,3	NA	3,0	4,0	3,0	2,0	1,0	4,0	0,4	2,0	1,0	4,0	NA	0,2	1,1	3,0	5,0	4,0	2,0	0,1	1,2	NA	NA	NA	2,0	NA	NA	1,0	NA	1,0	0,3	NA	NA	2,0	NA	1,0	1,1	3,0	4,0	1,0	2,0	0,1	2,0	0,1	0,4	3,0	4,0	2,1	1,0	1,3	NA	4,0
Contig5812	75	DeletedStuff	GT:AD:DP:GQ:PL	3,0	2,0	NA	3,0	NA	NA	6,0	4,0	NA	NA	2,0	5,0	NA	0,1	3,0	1,0	1,0	3,0	1,0	2,0	3,0	3,0	6,0	NA	1,0	3,0	0,1	1,1	2,0	6,0	2,0	1,0	1,0	4,0	3,0	NA	3,0	5,0	3,0	2,0	0,1	4,0	4,0	2,0	1,0	5,0	NA	2,0	2,0	3,0	5,0	4,0	0,2	1,0	3,0	NA	NA	NA	2,0	NA	NA	1,0	NA	1,0	3,0	NA	NA	1,1	NA	1,0	2,0	3,0	4,0	1,0	2,0	1,0	0,2	1,0	4,0	3,0	2,2	3,0	1,0	4,0	NA	4,0
Contig5837	8	DeletedStuff	GT:AD:DP:GQ:PL	6,0	5,0	2,0	1,0	2,0	1,0	6,0	2,0	2,0	3,0	NA	4,0	2,0	5,0	7,0	8,0	8,0	5,0	5,0	5,0	10,0	1,0	1,0	3,0	7,0	7,0	NA	3,0	2,0	4,0	4,0	1,0	3,0	7,0	7,0	6,0	3,0	6,0	6,0	1,0	5,0	2,0	12,0	3,0	5,0	1,0	3,0	10,0	10,0	5,0	5,0	15,0	2,0	5,0	4,0	2,0	5,0	8,0	7,0	1,0	2,0	7,0	4,0	7,0	1,0	4,0	4,0	3,0	2,0	2,0	4,0	1,0	5,0	7,0	1,0	8,0	3,0	12,0	4,0	NA	NA	6,0	6,0	2,0	NA	4,0
Contig5842	7	DeletedStuff	GT:AD:DP:GQ:PL	NA	6,0	1,0	6,0	1,0	NA	NA	1,0	2,0	2,0	5,0	1,0	2,0	3,0	2,0	3,0	2,0	NA	1,0	2,0	1,0	2,0	3,0	2,0	7,0	1,0	1,0	3,0	1,0	NA	2,0	1,0	3,0	NA	2,0	4,0	NA	3,0	5,0	1,0	5,0	2,0	4,0	1,0	NA	2,0	4,0	2,0	2,0	1,0	2,0	4,0	4,0	5,0	4,0	1,0	2,0	1,0	2,0	2,0	1,0	NA	NA	6,0	1,0	NA	3,0	2,0	2,0	2,0	6,0	4,0	1,0	3,0	4,0	4,0	3,0	5,0	2,0	NA	2,0	1,0	1,0	NA	NA	1,0
Contig5859	41	DeletedStuff	GT:AD:DP:GQ:PL	2,0	4,0	1,0	4,5	2,0	4,0	1,0	4,0	3,0	4,0	2,0	4,0	6,0	NA	4,0	4,0	4,0	2,0	3,0	3,0	NA	3,0	3,0	4,0	4,0	2,0	5,0	9,0	7,0	3,0	9,0	1,0	3,0	5,0	4,0	3,0	3,0	2,0	7,0	3,0	5,0	2,0	1,0	2,0	1,0	1,0	6,0	2,0	3,0	1,0	1,3	NA	3,0	7,0	4,0	1,1	NA	3,0	2,0	2,0	3,0	5,0	4,0	4,0	5,0	3,0	NA	3,0	1,0	NA	4,0	2,0	3,0	3,0	NA	1,0	4,0	2,0	3,2	2,1	NA	2,0	3,0	1,0	1,0	3,0
Contig5859	65	DeletedStuff	GT:AD:DP:GQ:PL	2,0	4,0	1,0	9,0	2,0	4,0	1,0	4,0	3,0	4,0	2,0	4,0	6,0	NA	4,0	4,0	4,0	2,0	3,0	3,0	NA	3,0	3,0	4,0	4,0	2,0	5,0	9,0	7,0	3,0	9,0	1,0	3,0	5,0	4,0	3,0	3,0	2,0	7,0	3,0	5,0	2,0	1,0	2,0	1,0	1,0	7,0	2,0	3,0	1,0	4,0	NA	3,0	7,0	4,0	2,0	NA	3,0	2,0	2,0	3,0	5,0	4,0	4,0	5,0	3,0	NA	3,0	1,0	NA	4,0	2,0	3,0	3,0	NA	1,0	4,0	2,0	5,0	3,0	NA	2,0	3,0	1,0	1,0	3,0
Contig5927	63	DeletedStuff	GT:AD:DP:GQ:PL	1,2	1,0	NA	NA	2,0	0,3	2,0	3,0	NA	1,1	1,0	1,2	0,2	0,3	1,2	NA	1,1	3,0	1,0	1,0	2,0	2,0	1,0	2,0	2,0	3,0	NA	1,0	1,0	2,0	3,0	6,0	2,0	0,5	1,3	0,1	2,0	2,0	2,0	2,0	4,2	2,0	2,0	2,0	0,2	NA	NA	0,1	2,0	NA	1,0	2,0	1,1	1,1	3,0	1,0	1,0	1,1	0,2	1,2	1,0	NA	1,0	0,2	2,0	0,1	0,2	2,0	2,1	2,0	4,0	2,0	2,0	2,0	5,0	2,0	1,0	1,0	0,1	3,0	5,0	NA	2,1	NA	3,0	1,0
Contig5940	2	DeletedStuff	GT:AD:DP:GQ:PL	2,0	NA	3,0	2,0	3,0	2,0	5,0	NA	NA	1,0	2,0	2,0	2,0	1,0	2,0	3,0	2,0	2,0	4,0	4,0	4,0	5,0	1,0	2,0	NA	3,0	4,0	1,0	4,0	2,0	2,0	2,0	5,0	1,0	3,0	2,0	4,0	2,0	1,0	NA	1,0	4,0	2,0	2,0	5,0	2,0	2,0	1,0	4,0	2,0	NA	2,0	2,0	6,0	4,0	3,0	1,0	6,0	1,0	2,0	5,0	NA	5,0	3,0	2,0	4,0	1,0	NA	6,0	1,0	9,0	2,0	3,0	4,0	NA	4,0	4,0	3,0	1,0	2,0	4,0	3,0	4,0	3,0	3,0	3,0
Contig5940	49	DeletedStuff	GT:AD:DP:GQ:PL	2,0	NA	3,0	2,0	3,0	2,0	5,0	NA	NA	1,0	2,0	2,0	2,0	1,0	2,0	3,0	2,0	2,0	4,0	4,0	4,0	5,0	1,0	2,0	NA	3,0	4,0	1,0	4,0	2,0	2,0	2,0	5,0	1,0	3,0	2,0	4,0	2,0	1,0	NA	1,0	4,0	2,0	2,0	5,0	2,0	2,0	1,0	4,0	2,0	NA	2,0	2,0	6,0	4,0	3,0	1,0	6,0	1,0	2,0	5,0	NA	5,0	3,0	2,0	4,0	1,0	NA	6,0	1,0	9,0	2,0	3,0	4,0	NA	4,0	4,0	3,0	1,0	2,0	4,0	3,0	4,0	3,0	3,0	3,0
Contig5940	50	DeletedStuff	GT:AD:DP:GQ:PL	2,0	NA	3,0	2,0	3,0	2,0	5,0	NA	NA	1,0	2,0	2,0	2,0	1,0	2,0	3,0	2,0	2,0	4,0	4,0	4,0	5,0	1,0	2,0	NA	3,0	4,0	1,0	4,0	2,0	2,0	2,0	5,0	1,0	3,0	2,0	4,0	2,0	1,0	NA	1,0	4,0	2,0	2,0	5,0	2,0	2,0	1,0	4,0	2,0	NA	2,0	2,0	6,0	4,0	3,0	1,0	6,0	1,0	2,0	5,0	NA	5,0	3,0	2,0	4,0	1,0	NA	6,0	1,0	9,0	2,0	3,0	4,0	NA	4,0	4,0	3,0	1,0	2,0	4,0	3,0	4,0	3,0	3,0	3,0
Contig5940	54	DeletedStuff	GT:AD:DP:GQ:PL	2,0	NA	3,0	2,0	3,0	2,0	5,0	NA	NA	1,0	2,0	2,0	2,0	1,0	2,0	3,0	2,0	2,0	4,0	4,0	4,0	5,0	1,0	2,0	NA	3,0	4,0	1,0	4,0	2,0	2,0	2,0	5,0	1,0	3,0	2,0	4,0	2,0	1,0	NA	1,0	4,0	2,0	2,0	5,0	2,0	2,0	1,0	4,0	2,0	NA	2,0	2,0	6,0	4,0	3,0	1,0	6,0	1,0	2,0	5,0	NA	5,0	3,0	2,0	4,0	1,0	NA	6,0	1,0	9,0	2,0	3,0	4,0	NA	4,0	4,0	3,0	1,0	2,0	4,0	3,0	4,0	3,0	3,0	3,0
Contig5996	65	DeletedStuff	GT:AD:DP:GQ:PL	1,1	1,0	NA	6,0	1,3	1,0	5,0	2,0	NA	3,0	2,0	NA	1,1	2,0	1,1	1,1	0,1	1,0	3,0	2,0	3,0	2,0	NA	5,0	1,0	NA	3,0	2,0	NA	2,0	3,0	2,0	NA	1,2	1,3	1,0	7,0	NA	4,0	NA	0,2	4,0	1,0	1,0	0,1	NA	1,1	1,0	4,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	NA	2,1	0,1	3,1	1,0	NA	1,1	1,2	5,0	2,0	2,1	1,0	1,1	1,1	3,0	3,0	1,0	3,0	NA	1,0	2,0	0,3	1,1	2,0	NA	2,0	0,2	1,0	1,0	4,0
Contig5996	67	DeletedStuff	GT:AD:DP:GQ:PL	2,0	1,0	NA	6,0	4,0	1,0	5,0	2,0	NA	3,0	2,0	NA	2,0	2,0	2,0	2,0	1,0	1,0	3,0	1,1	3,0	2,0	NA	5,0	1,0	NA	3,0	2,0	NA	2,0	3,0	2,0	NA	3,0	4,0	1,0	7,0	NA	2,2	NA	2,0	4,0	NA	1,0	1,0	NA	2,0	1,0	4,0	1,0	1,0	1,0	1,0	1,0	1,0	0,1	NA	3,0	1,0	1,3	1,0	NA	2,0	3,0	3,2	2,0	3,0	1,0	2,0	2,0	3,0	3,0	1,0	1,2	NA	1,0	2,0	3,0	1,1	2,0	NA	2,0	2,0	1,0	1,0	4,0
Contig6002	15	DeletedStuff	GT:AD:DP:GQ:PL	1,0	3,0	1,0	1,0	2,0	NA	4,0	4,0	2,0	2,0	1,0	2,0	1,0	NA	2,0	1,0	1,0	NA	2,0	2,0	3,0	2,0	3,0	1,0	3,0	3,0	2,0	2,0	1,0	NA	6,0	2,0	3,0	NA	1,0	NA	3,0	6,0	2,0	1,0	NA	2,0	6,0	2,0	1,0	1,0	3,0	1,0	2,0	NA	1,0	2,0	1,0	NA	1,0	2,0	3,0	4,0	3,0	NA	4,0	NA	1,0	NA	5,0	1,0	1,0	3,0	NA	NA	3,0	3,0	2,0	NA	NA	3,0	NA	2,0	2,0	NA	3,0	1,0	NA	4,0	2,0	1,0
Contig6002	40	DeletedStuff	GT:AD:DP:GQ:PL	1,0	3,0	1,0	0,1	2,0	NA	4,0	2,2	2,0	2,0	1,0	2,0	1,0	NA	2,0	1,0	1,0	NA	2,0	2,0	3,0	2,0	3,0	1,0	3,0	3,0	2,0	2,0	1,0	NA	6,0	1,0	3,0	NA	1,0	NA	3,0	6,0	2,0	1,0	NA	2,0	6,0	2,0	1,0	1,0	3,0	1,0	2,0	NA	1,0	2,0	1,0	NA	1,0	2,0	3,0	4,0	3,0	NA	4,0	NA	1,0	NA	5,0	1,0	NA	3,0	NA	NA	3,0	3,0	2,0	NA	NA	3,0	NA	2,0	2,0	NA	3,0	1,0	NA	4,0	2,0	1,0
Contig6002	64	DeletedStuff	GT:AD:DP:GQ:PL	1,0	3,0	1,0	1,0	2,0	NA	4,0	4,0	2,0	2,0	1,0	2,0	1,0	NA	2,0	1,0	1,0	NA	2,0	2,0	3,0	2,0	3,0	1,0	3,0	3,0	2,0	2,0	1,0	NA	6,0	2,0	3,0	NA	1,0	NA	3,0	6,0	2,0	1,0	NA	2,0	6,0	2,0	1,0	1,0	3,0	1,0	2,0	NA	1,0	2,0	1,0	NA	1,0	2,0	3,0	4,0	3,0	NA	4,0	NA	1,0	NA	5,0	1,0	NA	3,0	NA	NA	3,0	3,0	2,0	NA	NA	3,0	NA	2,0	2,0	NA	3,0	1,0	NA	4,0	2,0	NA
Contig6016	81	DeletedStuff	GT:AD:DP:GQ:PL	1,0	3,0	1,0	2,0	2,0	3,0	2,0	3,0	2,0	2,0	3,0	3,0	1,0	1,0	4,0	1,0	1,0	4,0	NA	1,0	2,0	8,0	2,0	1,0	4,0	NA	2,0	2,0	4,0	2,0	3,0	3,0	3,0	3,0	1,0	NA	NA	2,0	2,0	1,0	5,0	1,0	NA	2,0	2,0	3,0	4,0	2,0	4,0	NA	2,0	4,0	1,0	2,0	NA	4,0	3,0	3,0	1,0	2,0	2,0	2,0	2,0	3,0	2,0	2,0	1,0	6,0	4,0	2,0	3,0	6,0	4,0	1,0	1,0	2,0	2,0	6,0	1,0	2,0	2,0	5,0	1,0	6,0	NA	3,0
Contig6037	2	DeletedStuff	GT:AD:DP:GQ:PL	4,0	NA	0,3	0,1	3,0	1,2	0,3	2,0	3,2	0,3	3,0	2,0	0,3	2,2	NA	1,1	0,3	4,2	0,5	3,0	1,0	1,0	2,4	2,2	2,1	NA	3,0	0,4	1,0	1,0	4,0	0,1	4,0	4,0	1,0	1,0	3,0	2,0	3,1	1,2	0,1	2,0	3,3	2,1	1,0	NA	3,0	2,1	2,0	0,3	1,3	0,6	2,1	3,1	1,1	0,2	1,1	NA	0,3	NA	NA	0,3	2,0	1,1	0,2	0,3	1,0	1,3	0,2	NA	1,2	4,0	9,0	0,3	NA	1,2	0,1	1,3	0,2	1,0	1,1	1,2	3,0	0,6	2,0	4,0
Contig6037	16	DeletedStuff	GT:AD:DP:GQ:PL	4,0	NA	3,0	1,0	3,0	3,0	3,0	2,0	5,0	2,1	3,0	2,0	2,1	2,2	NA	2,0	3,0	6,0	5,0	3,0	1,0	1,0	6,0	2,2	3,0	NA	3,0	4,0	1,0	1,0	4,0	1,0	4,0	4,0	2,0	1,0	3,0	2,0	4,0	3,0	1,0	2,0	7,0	3,0	1,0	NA	3,0	3,0	2,0	3,0	4,0	6,0	3,0	4,0	2,0	0,2	2,0	NA	3,0	NA	NA	3,0	2,0	2,0	2,0	3,0	1,0	4,0	2,0	NA	3,0	4,0	9,0	3,0	NA	3,0	1,0	4,0	2,0	1,0	2,0	3,0	3,0	6,0	2,0	4,0
Contig6037	31	DeletedStuff	GT:AD:DP:GQ:PL	4,0	NA	3,0	1,0	3,0	3,0	3,0	2,0	5,0	3,0	3,0	2,0	3,0	4,0	NA	2,0	3,0	6,0	5,0	3,0	1,0	1,0	6,0	4,0	3,0	NA	3,0	4,0	1,0	1,0	4,0	1,0	4,0	4,0	2,0	1,0	3,0	2,0	4,0	3,0	1,0	2,0	7,0	3,0	1,0	NA	3,0	3,0	2,0	3,0	4,0	6,0	3,0	4,0	2,0	2,0	2,0	NA	3,0	NA	NA	3,0	2,0	2,0	2,0	3,0	1,0	4,0	2,0	NA	3,0	4,0	9,0	3,0	NA	3,0	1,0	4,0	2,0	1,0	2,0	3,0	3,0	6,0	2,0	4,0
Contig6037	32	DeletedStuff	GT:AD:DP:GQ:PL	4,0	NA	3,0	1,0	3,0	3,0	3,0	2,0	5,0	3,0	3,0	2,0	3,0	4,0	NA	2,0	3,0	6,0	4,0	3,0	1,0	1,0	6,0	4,0	3,0	NA	3,0	4,0	1,0	1,0	4,0	1,0	4,0	4,0	2,0	1,0	3,0	2,0	4,0	3,0	1,0	2,0	7,0	3,0	1,0	NA	3,0	3,0	2,0	3,0	4,0	6,0	3,0	3,0	2,0	2,0	2,0	NA	3,0	NA	NA	3,0	2,0	2,0	2,0	3,0	1,0	4,0	2,0	NA	3,0	4,0	9,0	3,0	NA	3,0	1,0	4,0	2,0	1,0	2,0	3,0	3,0	6,0	2,0	4,0
Contig6037	53	DeletedStuff	GT:AD:DP:GQ:PL	4,0	NA	3,0	1,0	3,0	3,0	3,0	2,0	5,0	3,0	3,0	2,0	3,0	4,0	NA	2,0	3,0	6,0	5,0	3,0	1,0	1,0	6,0	4,0	3,0	NA	3,0	4,0	1,0	1,0	4,0	1,0	4,0	4,0	2,0	1,0	3,0	2,0	4,0	3,0	1,0	2,0	7,0	3,0	1,0	NA	3,0	3,0	2,0	3,0	4,0	6,0	3,0	4,0	2,0	2,0	2,0	NA	3,0	NA	NA	3,0	2,0	2,0	2,0	3,0	1,0	4,0	2,0	NA	3,0	4,0	9,0	3,0	NA	3,0	1,0	4,0	2,0	1,0	2,0	3,0	3,0	6,0	2,0	4,0
Contig6045	46	DeletedStuff	GT:AD:DP:GQ:PL	3,0	NA	2,0	NA	2,0	2,0	NA	3,0	1,0	4,0	3,0	NA	2,0	1,0	NA	5,0	NA	1,0	4,0	1,0	5,0	1,0	1,0	5,0	2,0	3,0	2,0	1,0	1,0	2,0	2,0	2,0	NA	3,0	2,0	1,0	4,0	3,0	NA	NA	1,0	1,0	1,0	3,0	4,0	3,0	NA	3,0	3,0	3,0	3,0	3,0	1,0	3,0	2,0	1,0	2,0	2,0	2,0	NA	4,0	6,0	2,0	2,0	2,0	3,0	1,0	2,0	2,0	NA	3,0	1,0	3,0	1,0	NA	2,0	NA	1,0	3,0	NA	1,0	8,0	2,0	1,0	NA	3,0
Contig6095	14	DeletedStuff	GT:AD:DP:GQ:PL	3,0	NA	4,0	4,0	5,0	4,0	NA	2,0	1,0	1,0	1,0	3,0	1,0	4,0	3,0	3,0	2,0	2,0	NA	3,0	2,0	2,0	2,0	2,0	1,0	3,0	1,0	1,0	NA	6,0	3,0	2,0	5,0	2,0	1,0	2,0	3,0	1,0	4,0	1,0	3,0	1,0	2,0	1,0	4,0	2,0	7,0	3,0	1,0	3,0	4,0	2,0	NA	1,0	NA	NA	1,0	NA	3,0	1,0	1,0	NA	2,0	1,0	1,0	1,0	NA	1,0	2,0	1,0	2,0	1,0	1,0	1,0	2,0	1,0	1,0	5,0	3,0	1,0	1,0	1,0	2,0	2,0	2,0	3,0
Contig6247	83	DeletedStuff	GT:AD:DP:GQ:PL	2,0	2,0	4,0	3,0	3,0	3,0	2,0	2,0	NA	1,0	1,0	1,0	4,0	1,0	1,0	2,0	1,0	1,0	4,0	NA	5,0	1,0	1,2	3,0	1,0	1,2	1,0	4,0	0,2	3,1	3,0	3,0	1,0	6,0	6,0	2,0	1,0	2,0	0,3	1,1	3,0	2,0	3,0	2,0	3,0	1,4	5,0	NA	1,0	3,0	2,0	2,0	1,0	3,0	7,0	4,0	1,0	3,4	4,0	3,0	NA	2,0	2,0	3,0	0,3	5,0	6,0	NA	1,0	3,0	2,0	1,1	1,0	3,0	2,0	3,0	3,0	1,0	4,0	2,0	2,5	NA	6,0	1,0	1,0	0,3
Contig6262	38	DeletedStuff	GT:AD:DP:GQ:PL	1,2	0,2	4,3	NA	4,1	5,1	2,1	0,2	2,0	2,0	0,1	4,1	2,1	1,0	0,1	4,3	4,3	1,3	0,3	0,3	0,3	0,2	1,4	0,3	1,1	1,2	0,1	0,6	1,1	1,2	0,3	0,1	2,2	3,2	1,5	2,1	0,2	0,1	1,0	0,1	NA	NA	0,3	0,1	4,2	0,3	8,1	NA	0,3	0,1	1,1	2,4	0,1	1,2	0,2	1,1	0,3	3,5	NA	2,3	0,4	0,1	3,2	6,0	0,2	3,3	2,1	0,1	2,3	3,1	0,3	0,3	0,1	1,2	NA	0,2	0,1	2,5	3,2	0,2	0,4	1,7	3,0	1,0	NA	1,0
Contig6262	73	DeletedStuff	GT:AD:DP:GQ:PL	3,0	2,0	7,0	NA	5,0	6,0	3,0	2,0	2,0	2,0	1,0	5,0	3,0	1,0	1,0	7,0	7,0	4,0	3,0	3,0	3,0	2,0	5,0	3,0	2,0	3,0	1,0	6,0	2,0	3,0	3,0	1,0	4,0	5,0	6,0	3,0	2,0	1,0	1,0	1,0	NA	NA	3,0	1,0	6,0	3,0	9,0	NA	3,0	1,0	2,0	6,0	1,0	3,0	2,0	2,0	3,0	8,0	NA	5,0	4,0	1,0	5,0	6,0	2,0	6,0	3,0	1,0	5,0	4,0	3,0	3,0	1,0	3,0	NA	2,0	1,0	7,0	5,0	2,0	4,0	8,0	3,0	1,0	NA	1,0
Contig6284	28	DeletedStuff	GT:AD:DP:GQ:PL	1,0	2,0	1,0	5,0	1,0	NA	2,0	3,0	1,0	NA	3,0	1,0	0,1	NA	NA	2,0	1,0	NA	0,1	2,0	4,0	2,0	1,0	2,0	2,0	1,0	2,0	2,0	NA	6,0	4,0	2,0	5,0	NA	1,0	NA	2,0	5,0	4,0	2,0	1,0	3,0	4,0	1,0	NA	4,0	4,0	NA	2,0	NA	1,1	2,0	1,0	NA	1,0	4,0	2,0	NA	2,0	NA	1,0	3,0	4,0	1,0	2,0	1,0	NA	5,0	2,0	1,0	1,0	1,3	1,0	2,0	NA	1,0	NA	3,0	NA	2,0	2,0	2,0	1,0	2,0	1,0	2,0
